-5.364008, -5.850334
-4.978757, -5.390419
-4.978757, -5.390419
-4.937209, -5.328746
-4.849908, -5.203967
-4.752665, -5.073274
-4.652692, -4.94551
-4.56706, -4.838961
-4.460629, -4.709148
-4.293371, -4.512587
-4.235754, -4.448337
-4.136275, -4.334738
-4.032182, -4.2163
-3.942857, -4.115877
-3.839502, -4.001208
-3.731939, -3.882302
-3.624717, -3.764962
-3.535684, -3.668233
-3.436772, -3.561465
-3.332471, -3.449551
-3.241143, -3.351984
-3.135501, -3.239575
-3.029216, -3.126916
-2.940962, -3.033695
-2.840592, -2.927864
-2.737886, -2.819857
-2.647826, -2.725463
-2.548639, -2.622033
-2.442163, -2.510924
-2.348415, -2.41328
-2.248277, -2.309206
-2.140807, -2.197667
-2.051863, -2.105622
-1.950849, -2.001293
-1.844382, -1.891207
-1.750922, -1.794765
-1.648145, -1.688839
-1.541158, -1.578668
-1.448689, -1.483568
-1.343896, -1.37598
-1.236297, -1.26558
-1.135195, -1.161942
-1.037956, -1.062348
-0.9338023, -0.9557289
-0.8334929, -0.8529651
-0.7374588, -0.7546588
-0.6324159, -0.6472258
-0.5281842, -0.5406196
-0.4374207, -0.4478731
-0.3333089, -0.3413839
-0.2301982, -0.2357982
-0.1369705, -0.1403371
-0.02788723, -0.02862923
0.07428201, 0.07680536
0.1660981, 0.1746075
0.2662197, 0.2867242
0.3618793, 0.3999416
0.446194, 0.5051044
0.5325322, 0.618578
0.6206774, 0.7410739
0.6952195, 0.8505454
0.7733356, 0.971665
0.8530527, 1.102901
0.9181653, 1.216762
0.9900122, 1.350088
1.057771, 1.484558
1.116844, 1.610011
1.176133, 1.744709
1.233034, 1.884064
1.279612, 2.007385
1.327215, 2.14349
1.374026, 2.289895
1.411205, 2.417927
1.448667, 2.560079
1.483422, 2.707891
1.509062, 2.83156
1.536552, 2.982565
1.559871, 3.134655
1.576376, 3.265782
1.590957, 3.410209
1.603272, 3.580634
1.609439, 3.724012
1.611819, 3.856531
1.610662, 4.007624
1.605433, 4.155483
1.596833, 4.295618
1.583887, 4.443234
1.566734, 4.592335
1.548531, 4.721272
1.524714, 4.864244
1.496566, 5.00924
1.468702, 5.135404
1.43221, 5.282832
1.392134, 5.427381
1.351553, 5.560051
1.30384, 5.702693
1.249714, 5.850655
1.201086, 5.97333
1.142534, 6.110647
1.078126, 6.250978
1.020812, 6.367455
0.9531269, 6.496991
0.8780334, 6.631565
0.8079471, 6.749503
0.7319489, 6.870379
0.6531503, 6.989071
0.6434966, 7.0032
0.6434966, 7.0032
0.6434968, 7.0032
0.6434968, 7.0032
0.6434966, 7.003201
0.6434967, 7.003201
0.6434967, 7.003201
0.6434967, 7.003201
0.6434968, 7.003201
0.6434967, 7.003201
0.6434967, 7.003201
0.6434967, 7.003199
0.6434968, 7.003201
0.6434966, 7.003199
0.6434966, 7.003201
0.6434965, 7.003201
0.6434968, 7.0032
0.6434968, 7.003201
0.6444454, 7.001843
0.6901721, 6.9344
0.7725546, 6.807816
0.8516821, 6.678401
0.9173462, 6.564391
0.9884019, 6.43354
1.054814, 6.302879
1.111418, 6.184118
1.170501, 6.051762
1.227945, 5.913128
1.275419, 5.789591
1.325076, 5.649897
1.371531, 5.506894
1.409636, 5.378004
1.448837, 5.231853
1.483719, 5.085816
1.510294, 4.959764
1.537242, 4.814201
1.562805, 4.649745
1.581271, 4.502584
1.594499, 4.369145
1.6052, 4.221372
1.60776, 4.17506
1.618997, 4.135836
1.658293, 3.992091
1.693782, 3.847199
1.723469, 3.710485
1.750892, 3.566382
1.77519, 3.416435
1.793198, 3.283172
1.809564, 3.133302
1.821733, 2.984051
1.829441, 2.842608
1.833456, 2.705302
1.833918, 2.545281
1.830464, 2.409051
1.823145, 2.263285
1.810612, 2.103377
1.795252, 1.95913
1.777228, 1.822888
1.753316, 1.672812
1.724869, 1.521303
1.698464, 1.398293
1.66117, 1.24378
1.624504, 1.108392
1.585058, 0.9760619
1.537265, 0.8299742
1.485946, 0.6866696
1.437646, 0.5622094
1.37939, 0.4227416
1.316928, 0.2841372
1.257597, 0.1612992
1.18997, 0.0299717
1.116573, -0.1035692
1.049257, -0.2185803
0.9751313, -0.3384391
0.8903463, -0.4677387
0.8183388, -0.5714772
0.7256379, -0.698162
0.6372923, -0.8122322
0.5464819, -0.9232203
0.4518994, -1.032791
0.3404018, -1.154923
0.2357066, -1.26309
0.1426205, -1.354498
0.0279102, -1.461416
-0.08322833, -1.559371
-0.1863097, -1.645619
-0.3020999, -1.7376
-0.4211255, -1.827003
-0.5282634, -1.90326
-0.648021, -1.984049
-0.7798203, -2.06786
-0.8914322, -2.134739
-1.024256, -2.209833
-1.160395, -2.281846
-1.27852, -2.340424
-1.413551, -2.403208
-1.542387, -2.458987
-1.676046, -2.512799
-1.813699, -2.564039
-1.955588, -2.61256
-2.080067, -2.651526
-2.214972, -2.690204
-2.373148, -2.73094
-2.502539, -2.760504
-2.648129, -2.789947
-2.792534, -2.815098
-2.924312, -2.834507
-3.073161, -2.85259
-3.219576, -2.866373
-3.354598, -2.875511
-3.502934, -2.881798
-3.652826, -2.884081
-3.789272, -2.882511
-3.939505, -2.876942
-4.095733, -2.866785
-4.239899, -2.853398
-4.377426, -2.83707
-4.525557, -2.815511
-4.674523, -2.789637
-4.816362, -2.761044
-4.968174, -2.726137
-5.109652, -2.689482
-5.236425, -2.65312
-5.37818, -2.608593
-5.519823, -2.559844
-5.648588, -2.511694
-5.784635, -2.456764
-5.918887, -2.398366
-6.046532, -2.338776
-6.181004, -2.271652
-6.310627, -2.202522
-6.429275, -2.135181
-6.556488, -2.058587
-6.681791, -1.978488
-6.793706, -1.902724
-6.913024, -1.817444
-6.9987, -1.75335
-7.001411, -1.751286
-7.001411, -1.751286
-7.001411, -1.751286
-7.00141, -1.751286
-7.001411, -1.751286
-7.001411, -1.751287
-7.001411, -1.751286
-7.001411, -1.751286
-7.001412, -1.751287
-7.001412, -1.751286
-7.001411, -1.751286
-7.00141, -1.751286
-7.001412, -1.751286
-7.001411, -1.751286
-7.001411, -1.751287
-7.001411, -1.751286
-7.001412, -1.751287
-7.00141, -1.751286
-6.986026, -1.762982
-6.897182, -1.829371
-6.765435, -1.9232
-6.638153, -2.008378
-6.520695, -2.08247
-6.393348, -2.158316
-6.258416, -2.233664
-6.137469, -2.296929
-6.007077, -2.36107
-5.85861, -2.429057
-5.736153, -2.481026
-5.594938, -2.536789
-5.43602, -2.594262
-5.299563, -2.639189
-5.167713, -2.678906
-5.019694, -2.719197
-4.876297, -2.754033
-4.740396, -2.783373
-4.593658, -2.810985
-4.440461, -2.835443
-4.306497, -2.853184
-4.156745, -2.869094
-4.010662, -2.880529
-3.880613, -2.887416
-3.723626, -2.891599
-3.578924, -2.891349
-3.446361, -2.887778
-3.296242, -2.879853
-3.154179, -2.868437
-3.01663, -2.853848
-2.867932, -2.834091
-2.723499, -2.810827
-2.587413, -2.785119
-2.436928, -2.752383
-2.390843, -2.741523
-2.390843, -2.741523
-2.336456, -2.702294
-2.214487, -2.610477
-2.104102, -2.522548
-1.994728, -2.430734
-1.879984, -2.329032
-1.780923, -2.236353
-1.677355, -2.13454
-1.570391, -2.02348
-1.475706, -1.919677
-1.383379, -1.81329
-1.281987, -1.689889
-1.198041, -1.581703
-1.115203, -1.469999
-1.027323, -1.350777
-0.9458049, -1.24101
-0.8549849, -1.119706
-0.7647373, -0.9996802
-0.6819123, -0.8900751
-0.5935788, -0.7737771
-0.4986525, -0.64894
-0.418719, -0.5443531
-0.3314283, -0.4305678
-0.2319952, -0.3013752
-0.1384408, -0.179921
-0.05350566, -0.06958567
0.03661377, 0.04869378
0.1335966, 0.1823537
0.2145742, 0.3009161
0.2901632, 0.4180106
0.3762139, 0.5596253
0.4459423, 0.6821387
0.515138, 0.8114632
0.5859261, 0.953213
0.6468819, 1.084347
0.710411, 1.230879
0.7682999, 1.375683
0.8196846, 1.515522
0.8647072, 1.649142
0.9068668, 1.785574
0.9486942, 1.934929
0.9805248, 2.06186
1.012311, 2.203269
1.045173, 2.371821
1.069774, 2.521707
1.087254, 2.648037
1.104201, 2.799452
1.11755, 2.95946
