sep=;
TrialId = 0;EndState = Normal
experiment_start_time;trackingSpace;obstacleType;pathSeedChoice;redirector;resetter;reset_count;virtual_way_distance;virtual_distance_between_resets_average;time_elapsed_between_resets_average;sum_injected_translation(IN METERS);sum_injected_rotation_g_r(IN DEGREES);sum_injected_rotation_g_c(IN DEGREES);sum_real_distance_travelled(IN METERS);sum_virtual_distance_travelled(IN METERS);min_g_t;max_g_t;min_g_r;max_g_r;min_g_c;max_g_c;g_t_average;injected_translation_average;g_r_average;injected_rotation_from_rotation_gain_average;g_c_average;injected_rotation_from_curvature_gain_average;injected_rotation_average;real_position_average;virtual_position_average;distance_to_boundary_average;distance_to_center_average;experiment_duration;execute_duration;average_sampling_interval;positionError;angleError;
2023-12-06_16-40-57;Rectangle;0;Circle;ThomasAPF;TwoOneTurn;20;398.3571;18.96684;14.76587;25.93842;112.3453;3859.09;372.3655;398.3054;0.14;0.14;-0.2;0.49;-0.1818182;0.1818182;0.0007883452;1.698111E-05;0.0002253822;0.0001588491;0.1126477;0.003044652;0.003067359;(-0.2, -0.3);(-44.6, 44.5);4.661108;4.695179;310.0834;310.2990464;0.1070942;0.9912674;38.869;
